Name,Soundex,Frequency
Kates,K320,2
Kauder,K360,1
Kavanagh,K152,2
Kavanah,K150,1
Kaven,K150,1
Kay,K000,38
Kaye,K000,8
Keable,K140,2
Keal,K400,1
Kealey,K400,1
Kealty,K430,1
Keamp,K510,1
Kean,K500,4
Keane,K500,2
Kear,K600,2
Keare,K600,1
Kearey,K600,1
Kearley,K640,1
Kearly,K640,1
Kearney,K650,4
Kearns,K652,2
Kearsley,K624,2
Kearvell,K614,1
Keast,K230,3
Keasy,K200,1
Keate,K300,1
Keates,K320,5
Keath,K300,1
Keating,K352,2
Keats,K320,3
Keatt,K300,1
Keay,K000,3
Kebbey,K100,1
Keddy,K300,1
Keeber,K160,1
Keeble,K140,3
Keedwell,K340,1
Keefe,K100,3
Keeffe,K100,1
Keegan,K250,2
Keel,K400,2
Keelan,K450,1
Keeler,K460,3
Keeling,K452,4
Keely,K400,2
Keem,K500,1
Keen,K500,9
Keenan,K550,1
Keene,K500,5
Keening,K552,1
Keep,K100,3
Keepence,K152,1
Keeping,K152,1
Keer,K600,1
Keet,K300,1
Keetley,K340,1
Keeton,K350,1
Keevil,K140,1
Keey,K000,1
Keighley,K240,3
Keight,K230,1
Keightley,K234,4
Keightly,K234,1
Keith,K300,1
Kelahar,K460,1
Kelham,K450,1
Kell,K400,2
Kellaway,K400,1
Kellet,K430,2
Kellett,K430,9
Kelley,K400,9
Kellian,K450,1
Kellington,K452,1
Kelliss,K420,1
Kellitt,K430,2
Kellon,K450,1
Kelly,K400,42
Kelsall,K424,5
Kelsey,K420,11
Kelshaw,K420,1
Kelso,K420,1
Kember,K516,1
Kemble,K514,1
Kemish,K520,1
Kemmish,K520,1
Kemp,K510,34
Kempfer,K516,1
Kempsell,K512,1
Kempshall,K512,1
Kempster,K512,3
Kempthorn,K513,1
Kemsley,K524,2
Kenalty,K543,1
Kench,K520,1
Kendal,K534,4
Kendall,K534,17
Kendel,K534,1
Kendell,K534,1
Kendle,K534,1
Kendrew,K536,2
Kendrick,K536,6
Kenedy,K530,1
Kenely,K540,1
Keningale,K552,1
Kenna,K500,1
Kennady,K530,1
Kennard,K563,3
Kennay,K500,1
Kenneday,K530,1
Kennedy,K530,7
Kennell,K540,1
Kennely,K540,1
Kennerley,K564,1
Kennett,K530,5
Kenney,K500,7
Kenning,K552,3
Kennington,K552,1
Kennison,K525,1
Kennon,K550,1
Kenny,K500,4
Kenshole,K524,1
Kensit,K523,1
Kent,K530,33
Kentford,K531,1
Kentish,K532,1
Kenvyn,K515,1
Kenward,K563,1
Kenworthy,K563,5
Kenyon,K550,12
Keogh,K200,2
Keough,K200,1
Kerby,K610,2
Kerfoot,K613,2
Kerkeete?,K623,1
Kerle,K640,1
Kerley,K640,1
Kerlogue,K642,1
Kermock,K652,1
Kerr,K600,9
Kerray,K600,1
Kerrey,K600,1
Kerridge,K632,3
Kerrigan,K625,1
Kerry,K600,3
Kersey,K620,1
Kershaw,K620,18
Kerslake,K624,4
Kersley,K624,1
Kertley,K634,1
Kerwin,K650,1
Kesterton,K236,1
Kesteven,K231,1
Ketcherman,K326,1
Ketley,K340,1
Kett,K300,1
Kettele,K340,1
Ketteringham,K365,3
Kettle,K340,5
Kettlewell,K344,3
Kevan,K150,1
Kevern,K165,2
Keverne,K165,1
Kevett,K130,1
Kevile,K140,1
Key,K000,5
Keye,K000,1
Keyes,K200,1
Keylougher,K426,1
Keys,K200,1
Keyte,K300,1
Keyworth,K630,2
Keyzor,K260,1
Kick,K200,1
Kidby,K310,1
Kidd,K300,8
Kidgell,K324,1
Kidger,K326,1
Kidmow,K350,1
Kidney,K350,2
Kiely,K400,1
Kiernan,K655,1
Kievell,K140,1
Kilbride,K416,1
Kilburn,K416,3
Kilbury,K416,1
Kilby,K410,1
Kildall,K434,1
Kilding,K435,1
Kilfoyle,K414,1
Kilgour,K426,1
Kilivan,K415,1
Kilkenny,K425,2
Killboy,K410,1
Killen,K450,2
Killer,K460,3
Killick,K420,4
Killingbeck,K452,1
Killingworth,K452,1
Killoe,K400,1
Killoran,K465,1
Kilmartin,K456,1
Kilmurray,K456,1
Kilner,K456,5
Kilrane,K465,1
Kilroy,K460,2
Kilshaw,K420,1
Kimber,K516,5
Kimble,K514,2
Kimbrey,K516,1
Kime,K500,1
Kimmins,K552,1
Kimpton,K513,2
Kincleln?,K524,1
Kindell,K534,1
Kinder,K536,2
Kindle,K534,1
King,K520,105
Kingdon,K523,5
Kinge,K520,1
Kingham,K525,4
Kinghom,K525,2
Kinghorn,K526,1
Kingman,K525,2
Kings,K520,3
Kingsford,K521,1
Kingsland,K524,1
Kingston,K523,4
Kington,K523,1
Kingzett,K523,1
Kinman,K550,1
Kinnear,K560,1
Kinnersley,K562,1
Kinnersly,K562,1
Kinrade,K563,1
Kinsey,K520,6
Kinsley,K524,1
Kinsman,K525,3
Kippax,K120,1
Kippen,K150,1
Kirby,K610,21
Kirk,K620,12
Kirkbride,K621,3
Kirkbright,K621,1
Kirkby,K621,5
Kirkham,K625,12
Kirkland,K624,5
Kirkley,K624,1
Kirkman,K625,4
Kirkpatrick,K621,1
Kirkwood,K623,1
Kirman,K655,2
Kirsby,K621,1
Kirse,K620,1
Kirsopp,K621,1
Kirtland,K634,1
Kirtley,K634,1
Kirtlond,K634,2
Kirton,K635,5
Kisby,K210,1
Kislingbury,K245,1
Kissack,K220,1
Kitch,K320,1
Kitchen,K325,11
Kitchener,K325,1
Kitchenman,K325,1
Kitching,K325,4
Kitchingman,K325,2
Kitchner,K325,1
Kite,K300,8
Kitson,K325,10
Kitto,K300,1
Kitts,K320,1
Kivel,K140,1
Kivell,K140,1
Kivill,K140,1
Knaggs,K520,2
Knapman,K515,1
Knapp,K510,2
Knapton,K513,2
Kneebone,K515,1
Kneeshaw,K520,1
Kneller,K546,1
Knibb,K510,1
Knibbs,K512,2
Knierion,K565,1
Knight,K523,84
Knightley,K523,2
Knighton,K523,6
Knights,K523,10
Knipe,K510,1
Kniveton,K513,1
Knock,K520,1
Knockey,K520,1
Knoppe,K510,1
Knott,K530,19
Knowler,K546,1
Knowles,K542,32
Knowlson,K542,1
Knowlton,K543,2
Knowsley,K524,1
Knox,K520,6
Koe,K000,1
Koerner,K656,1
Koetzow,K320,1
Kohn,K500,1
Kolgatt,K423,1
Koster,K236,1
Kurran,K650,1
Kyezor,K260,1
Kyme,K500,1
Kynaston,K523,2
L Estrange,L236,2
La Fare,L160,1
Labbet,L130,1
Labdon,L135,1
Labourn,L165,2
Labrey,L160,1
Lace,L200,1
Laceby,L210,1
Lacey,L200,15
Lachohee,L200,1
Lack,L200,2
Lackbenny,L215,1
Lacon,L250,2
Lacy,L200,5
Ladbrooke,L316,1
Ladd,L300,2
Ladell,L340,1
Lafargue,L162,1
Lager,L260,1
Lague,L200,1
Laidlaw,L340,1
Laidler,L346,2
Laight,L230,2
Laing,L520,2
Laister,L236,1
Lait,L300,2
Lake,L200,13
Lakeman,L255,1
Laken,L250,1
Laker,L260,3
Lakin,L250,2
Laking,L252,1
Lally,L400,1
Lamacraft,L526,1
Lamar,L560,1
Lamb,L510,31
Lambard,L516,1
Lambat,L513,1
Lambe,L510,1
Lambert,L516,42
Lamberth,L516,2
Lambkin,L512,2
Lamble,L514,1
Lambon,L515,1
Lambord,L516,1
Lambourn,L516,1
Lambrick,L516,1
Lambshead,L512,1
Lamey,L500,1
Lamkin,L525,1
Lamley,L540,1
Lammeman,L555,1
Lammemant,L555,1
Lammiman,L555,2
Lampard,L516,1
Lampe,L510,1
Lamplugh,L514,1
Lamsdale,L523,1
Lancashire,L522,3
Lancaster,L522,10
Lancefield,L521,1
Lancer,L526,1
Lancett,L523,1
Lanchester,L522,1
Land,L530,4
Landan,L535,1
Lander,L536,5
Landers,L536,1
Landfear,L531,1
Landless,L534,1
Landon,L535,1
Landreth,L536,1
Lane,L500,60
Lanes,L520,2
Lang,L520,5
Langabeer,L521,1
Langborne,L521,1
Langdale,L523,2
Langdon,L523,8
Langdown,L523,2
Langfield,L521,1
Langford,L521,14
Langham,L525,6
Langhorn,L526,4
Langhorne,L526,1
Langhurst,L526,1
Langley,L524,15
Langmaid,L525,2
Langman,L525,2
Langridge,L526,5
Langsford,L521,1
Langshaw,L520,1
Langstaff,L523,1
Langston,L523,1
Langstone,L523,3
Langton,L523,5
Langtree,L523,1
Langworth,L526,1
Langworthy,L526,1
Langworthye,L526,2
Lanham,L550,2
Lanigan,L525,1
Lanley,L540,1
Lannan,L550,1
Lanning,L552,1
Lansbury,L521,1
Lansdell,L523,1
Lansdown,L523,2
Lansley,L524,1
Lanyon,L550,1
Lapish,L120,2
Lapper,L160,1
Lapthorne,L136,1
Lapworth,L163,2
Laramy,L650,2
Larard,L663,1
Larbey,L610,1
Larby,L610,2
Larcher,L626,1
Larcomb,L625,1
Larcumb,L625,1
Lardelli,L634,1
Larder,L636,1
Lardner,L635,3
Large,L620,10
Lark,L620,3
Larke,L620,2
Larkin,L625,8
Larkman,L625,1
Larner,L656,2
Larrand,L653,1
Larter,L636,1
Larwood,L630,1
Lasenby,L251,1
Lash,L200,1
Lashmar,L256,1
Lashmer,L256,1
Laslett,L243,1
Lassey,L200,1
Lasson,L250,1
Last,L230,3
Latemir,L356,1
Latham,L350,20
Lather,L360,1
Latherly,L364,1
Lathwell,L340,1
Latimer,L356,3
Latmar,L356,1
Latter,L360,3
Latterthwaite,L363,1
Latus,L320,2
Lauer,L600,1
Laugharne,L265,1
Laugher,L260,1
Laughton,L235,4
Laukenan,L255,1
Laurance,L652,1
Laurence,L652,6
Laurenson,L652,4
Laurent,L653,1
Lavallin,L145,1
Lavell,L140,3
Laven,L150,2
Lavender,L153,3
Laver,L160,5
Laverack,L162,3
Laverick,L162,5
Lavers,L162,1
Lavin,L150,3
Lavis,L120,1
Law,L000,22
Lawday,L300,1
Lawe,L000,1
Lawer,L600,2
Lawes,L200,1
Lawford,L163,2
Lawler,L460,2
Lawless,L420,3
Lawley,L400,5
Lawn,L500,2
Lawrance,L652,5
Lawrence,L652,39
Lawrenceson,L652,1
Lawrie,L600,1
Lawrinson,L652,1
Lawry,L600,1
Laws,L200,7
Lawson,L250,21
Lawton,L350,15
Laxton,L235,1
Lay,L000,4
Laybourne,L165,1
Laycock,L220,9
Laye,L000,1
Layfield,L143,4
Layland,L453,2
Laylor,L460,1
Layton,L350,4
Layzell,L240,1
Lazenby,L251,5
Le Fevre,L116,1
Le Lievre,L416,1
Le Neve,L510,1
Le Normand,L565,1
Le Pifre,L116,1
Le Reux,L620,1
Le Strange,L236,1
Lea,L000,20
Leach,L200,16
Leacock,L220,1
Lead,L300,1
Leadbetter,L313,4
Leader,L360,3
Leadill,L340,1
Leadley,L340,1
Leadsom,L325,1
Leaf,L100,1
Leafe,L100,1
Leah,L000,3
Leahey,L000,1
Leahy,L000,1
Leak,L200,3
Leake,L200,1
Leaker,L260,2
Leakey,L200,1
Leakin,L250,1
Leaman,L550,2
Leamin,L550,1
Leamon,L550,1
Lean,L500,2
Leaner,L560,1
Leaney,L500,3
Leaning,L552,1
Lear,L600,4
Learmouth,L653,1
Learner,L656,1
Leary,L600,6
Leason,L250,1
Leat,L300,1
Leath,L300,1
Leatham,L350,3
Leather,L360,7
Leatheren,L365,1
Leathes,L320,1
Leathley,L340,2
Leaver,L160,3
Leavett,L130,1
Leavey,L100,1
Leaviss,L120,2
Leavy,L100,1
Lebbon,L150,1
Lecher,L260,1
Leck,L200,1
Leckenley,L254,2
Leckie,L200,1
Lecocq,L220,1
Leconby,L251,1
Lecoster,L223,1
Ledbetter,L313,1
Ledbitter,L313,1
Leddon,L350,1
Ledfield,L314,1
Ledgard,L326,1
Ledger,L326,6
Lednor,L356,1
Ledsham,L325,2
Ledster,L323,1
Ledward,L363,1
Ledwich,L320,1
Lee,L000,107
Leebeater,L136,1
Leech,L200,12
Leedale,L340,1
Leedel,L340,1
Leeder,L360,2
Leedes,L320,1
Leedham,L350,3
Leek,L200,4
Leeman,L550,2
Leeming,L552,2
Lees,L200,27
Leeson,L250,2
Leeves,L120,1
Lefever,L116,1
Lefroy,L160,1
Leg,L200,1
Legg,L200,7
Leggatt,L230,1
Legge,L200,2
Leggett,L230,2
Legrand,L265,1
Lehon,L500,1
Leigh,L200,16
Leightley,L234,1
Leighton,L235,12
Leist,L230,1
Lelen,L450,1
Leleux?,L420,1
Lelly,L400,2
Lely,L400,1
Lemmon,L550,1
Lemon,L550,4
Lenehan,L550,1
Leney,L500,1
Leng,L520,6
Lennan,L550,1
Lennard,L563,2
Lennon,L550,1
Lennox,L520,1
Leno,L500,1
Lenox,L520,1
Lent,L530,1
Lenthall,L534,1
Lenton,L535,3
Leonard,L563,12
Leopard,L163,2
Leslie,L240,2
Lesseter,L236,1
Lester,L236,3
Letford,L316,1
Lethbridge,L316,1
Lettin,L350,1
Letts,L320,1
Lettsom,L325,1
Leuty,L300,1
Lever,L160,5
Leveredge,L163,1
Leverick,L162,1
Levers,L162,2
Leverton,L163,1
Levesque,L120,1
Levett,L130,3
Levey,L100,1
Levin,L150,1
Levinge,L152,1
Levissohn,L125,1
Levitt,L130,7
Levy,L100,6
Lewarn,L650,1
Lewelyn,L450,1
Lewen,L500,1
Lewes,L200,1
Lewies,L200,1
Lewin,L500,6
Lewington,L523,3
Lewis,L200,192
Lewry,L600,1
Lewsky,L200,1
Lewsley,L240,1
Lewthwaite,L330,1
Lewty,L300,3
Ley,L000,3
Leyland,L453,2
Leyshon,L250,1
Lialter,L436,2
Lichfield,L214,1
Lichfold,L214,2
Lickbarrow,L216,1
Lickers,L262,1
Liddall,L340,1
Lidde,L300,1
Liddell,L340,6
Liddiard,L363,2
Liddicate,L323,1
Liddle,L340,11
Lidsey,L320,2
Lidster,L323,2
Lidzy,L320,1
Liepman,L155,1
Lifety,L130,1
Ligget,L230,1
Liggett,L230,2
Light,L230,4
Lightbourn,L231,1
Lighterness,L236,1
Lightfoot,L231,11
Lighting,L235,1
Lightly,L234,1
Lightowler,L234,3
Lightowlers,L234,2
Ligo,L200,1
Liley,L400,1
Lill,L400,2
Lilley,L400,5
Lilleystone,L423,1
Lilliaman,L455,1
Lillicrap,L426,1
Lillie,L400,1
Lilliman,L455,1
Lilliott,L430,1
Lillis,L420,1
Lilliss,L420,1
Lilly,L400,5
Lillycrap,L426,1
Lilwall,L440,1
Lima,L500,1
Limb,L510,2
Limbert,L516,1
Limer,L560,1
Liming,L552,1
Limmer,L560,1
Limming,L552,1
Limon,L550,1
Lin,L500,1
Linbourn,L516,1
Lincoln,L524,4
Lincolne,L524,1
Lind,L530,1
Lindale,L534,1
Lindford,L531,1
Lindley,L534,5
Lindon,L535,3
Lindop,L531,1
Lindrea,L536,1
Lindridge,L536,1
Lindsay,L532,8
Lindsell,L532,2
Lindsey,L532,6
Lindsley,L532,2
Line,L500,2
Lineham,L550,1
Lines,L520,6
Linfoot,L513,2
Linford,L516,2
Ling,L520,11
Lingard,L526,7
Lingell,L524,1
Linger,L526,1
Lingley,L524,1
Lingwood,L523,3
Linington,L552,1
Link,L520,3
Linley,L540,3
Linnell,L540,1
Linney,L500,1
Linnington,L552,1
Linnitt,L530,1
Linsdell,L523,3
Linsey,L520,1
Linsley,L524,1
Lintern,L536,3
Linthwaite,L533,1
Lintin,L535,1
Linton,L535,2
Linwood,L530,1
Lion,L500,1
Lippiatt,L130,1
Lipscomb,L125,1
Lipscombe,L125,3
Liptrot,L136,1
Liquorish,L262,1
Lish,L200,1
Lisle,L240,2
Lismer,L256,1
Lismore,L256,1
Lisseter,L236,1
Lister,L236,22
Litchfield,L321,1
Litherland,L364,2
Litt,L300,1
Littel,L340,1
Litten,L350,3
Little,L340,25
Littleboy,L341,3
Littlechild,L342,1
Littlefield,L341,2
Littleproud,L341,1
Littler,L346,6
Littleton,L343,1
Littlewood,L343,2
Liveney,L150,1
Liverick,L162,1
Livermore,L165,1
Liversage,L162,2
Liversedge,L162,1
Liversige,L162,1
Livesey,L120,5
Livesley,L124,1
Livett,L130,3
Livingston,L152,3
Livsey,L120,3
Llewellin,L450,1
Llewellyn,L450,6
Llewelyn,L450,1
Llewhelyn,L450,1
Llott,L300,1
Lloyd,L300,74
Llurllin,L645,1
Loader,L360,4
Loadman,L355,1
Loaf,L100,1
Loane,L500,1
Lobb,L100,4
Lobey,L100,1
Lobley,L140,2
Lock,L200,17
Lockam,L250,1
Locke,L200,5
Lockett,L230,4
Lockey,L200,4
Lockhard,L263,1
Lockington,L252,1
Lockley,L240,2
Lockwood,L230,15
Lockyer,L260,8
Locock,L220,2
Lodder,L360,2
Loden,L350,1
Loder,L360,2
Lodge,L320,11
Lodwock,L320,1
Loe,L000,1
Lofershaw,L162,1
Loft,L130,1
Lofthouse,L132,6
Lofting,L135,1
Lofts,L132,1
Logan,L250,5
Logg,L200,1
Logre,L260,1
Lohr,L600,1
Loinsworth,L526,1
Lole,L400,1
Lolley,L400,1
Lomas,L520,12
Lomasney,L525,1
Lomax,L520,7
Lombard,L516,1
Lombardini,L516,1
Lond,L530,1
London,L535,2
Loney,L500,1
Long,L520,38
Longbottom,L521,4
Longcroft,L526,1
Longden,L523,6
Longdon,L523,1
Longfoot,L521,2
Longford,L521,2
Longhorn,L526,1
Longhurst,L526,2
Longley,L524,1
Longman,L525,1
Longmate,L525,1
Longmire,L525,1
Longrigg,L526,1
Longshaw,L520,1
Longson,L525,1
Longstaff,L523,4
Longstreet,L523,1
Longthorne,L523,1
Longton,L523,1
Longworth,L526,8
Lonley,L540,1
Lonsdale,L523,7
Look,L200,1
Looker,L260,2
Loom,L500,1
Loomes,L520,3
Looney,L500,2
Loose,L200,1
Loosemore,L256,1
Loosmore,L256,1
Lorain,L650,1
Lord,L630,40
Lorkins,L625,1
Lorley,L640,1
Lormer,L656,1
Lort,L630,1
Loseby,L210,1
Lotcho,L320,1
Lotherington,L365,1
Loton,L350,1
Lott,L300,3
Louch,L200,1
Loud,L300,1
Loudsey,L320,1
Louth,L300,1
Louvet,L130,1
Lovatt,L130,8
Love,L100,10
Loveday,L130,3
Lovegrove,L126,2
Lovejoy,L120,1
Lovel,L140,1
Lovelace,L142,1
Loveland,L145,1
Loveless,L142,3
Lovell,L140,10
Lovelock,L142,3
Lovely,L140,2
Lovering,L165,1
Lovet,L130,1
Lovett,L130,1
Lovewell,L140,1
Loveze,L120,1
Lovibond,L115,1
Lovick,L120,1
Low,L000,3
Lowdon,L350,2
Lowe,L000,44
Lowen,L500,2
Lowens,L520,1
Lower,L600,2
Lowery,L600,2
Lowes,L200,5
Loweth,L300,2
Lowings,L520,1
Lowish,L200,1
Lowles,L420,1
Lowley,L400,1
Lowman,L550,2
Lowndes,L532,4
Lownds,L532,1
Lowrey,L600,2
Lowry,L600,2
Lowth,L300,1
Lowther,L360,4
Lowthian,L350,1
Lowthin,L350,1
Loxley,L240,1
Loxton,L235,2
Loyd,L300,3
Loydell,L340,1
Loynd,L530,1
Loynds,L532,1
Loyns,L520,1
Luarey,L600,1
Lucas,L220,29
Lucass,L220,1
Luce,L200,1
Luck,L200,3
Lucken,L250,2
Luckes,L220,1
Luckett,L230,2
Luckham,L250,1
Luckhurst,L262,1
Lucy,L200,3
Ludford,L316,1
Ludlam,L345,1
Ludlow,L340,3
Luff,L100,5
Lufkin,L125,1
Lugg,L200,2
Lugsden,L235,1
Luin,L500,1
Luke,L200,6
Luker,L260,1
Lukes,L220,1
Luland,L453,1
Lulham,L450,1
Lullan,L450,1
Lumb,L510,9
Lumbers,L516,1
Lumbler,L514,1
Lumby,L510,1
Lumley,L540,2
Lummas,L520,1
Lummis,L520,1
Lund,L530,8
Lundie,L530,2
Lundy,L530,1
Lunn,L500,11
Lunnon,L550,1
Lunny,L500,1
Lunt,L530,5
Luntley,L534,1
Lupham,L150,1
Lupton,L135,3
Luscombe,L251,3
Lush,L200,6
Lusha,L200,1
Lussey,L200,1
Lusty,L230,2
Lutener,L356,2
Luther,L360,2
Lutton,L350,1
Luty,L300,1
Luxford,L216,1
Luxham,L250,1
Luxton,L235,4
Luxun,L250,1
Lyah,L000,1
Lydaman,L355,1
Lyddiard,L363,1
Lyddon,L350,2
Lydford,L316,1
Lydon,L350,1
Lye,L000,2
Lyel,L400,1
Lyelle,L400,1
Lyes,L200,1
Lyle,L400,1
Lyman,L550,2
Lynam,L550,2
Lynch,L520,9
Lyndall,L534,1
Lyndon,L535,2
Lyne,L500,4
Lyness,L520,1
Lynham,L550,1
Lynn,L500,4
Lyon,L500,10
Lyons,L520,10
Lythe,L300,1
Lythell,L340,1
Lythgoe,L320,2
Lythill,L340,1
Lyuo,L000,1
M”llendown,M453,1
Maa,M000,1
Maas,M200,1
Mabin,M150,3
Mabley,M140,1
Mabry,M160,1
Macanara,M256,2
Macarthy,M263,1
Macartney,M263,1
Macbeth,M213,1
MacCabe,M210,1
MacCauley,M240,1
Macdermott,M236,1
Macdonald,M235,2
MacDougall,M232,1
Mace,M200,9
Macey,M200,5
Macgaving,M215,1
MacGaw,M200,1
Machin,M250,6
Machon,M250,1
Macintosh,M253,1
Macintyre,M253,1
Mack,M200,1
Mackaness,M252,1
Mackay,M200,4
MackDonald,M235,1
Mackenzie,M252,2
Mackeo,M200,1
Mackereth,M263,1
Mackerill,M264,1
Mackesfield,M221,1
Mackey,M200,6
Mackie,M200,2
Mackinney,M250,1
Mackintosh,M253,1
Mackley,M240,1
Mackness,M252,2
Mackrel,M264,1
Mackrell,M264,1
Mackriff,M261,1
MacLaren,M246,1
Maclean,M245,2
Macmahon,M255,1
MacMin,M255,1
MacNally,M254,1
Macnamara,M255,1
Macnay,M250,1
Macpherson,M216,1
Macquaid,M230,1
Macrow,M260,3
Maddams,M352,2
Maddan,M350,1
Maddern,M365,1
Madders,M362,1
Madderson,M362,1
Maddeys,M320,1
Maddicks,M320,1
Maddinson,M352,1
Maddison,M325,9
Maddock,M320,11
Maddocks,M320,9
Maddon,M350,2
Maddox,M320,5
Madeley,M340,1
Maden,M350,4
Madge,M320,3
Madgin,M325,2
Madin,M350,1
Madock,M320,1
Madren,M365,1
Magaa,M200,1
Magee,M200,4
Magen,M250,2
Maggs,M200,6
Maginnis,M252,1
Magnall,M254,1
Magnay,M250,2
Magnus,M252,1
Magrath,M263,1
Magub,M210,1
Maguire,M260,6
Mahady,M300,1
Mahan,M500,1
Maher,M600,3
Mahon,M500,2
Mahone,M500,2
Mahoney,M500,2
Mahony,M500,4
Maiden,M350,4
Maidman,M355,1
Maidment,M355,4
Maidwell,M340,1
Maile,M400,2
Mailing,M452,1
Main,M500,7
Maines,M520,2
Mainland,M545,1
Mains,M520,1
Mainstone,M523,1
Mair,M600,1
Mairs,M620,1
Maisey,M200,1
Major,M260,13
Maken,M250,1
Maker,M260,1
Makin,M250,5
Malam,M450,2
Malarney,M465,1
Malbot,M413,1
Malbott,M413,2
Malbourn,M416,1
Malbourne,M416,1
Malcolm,M424,2
Malcom,M425,1
Male,M400,2
Maley,M400,1
Malherbe,M461,1
Malin,M450,1
Maling,M452,2
Malins,M452,2
Malkin,M425,6
Mallalieu,M440,2
Mallaliew,M440,1
Mallard,M463,5
Mallet,M430,2
Mallett,M430,5
Malley,M400,5
Mallin,M450,1
Mallinson,M452,2
Mallison,M425,1
Mallord,M463,1
Mallyon,M450,1
Malone,M450,4
Maloney,M450,5
Malony,M450,2
Malpas,M412,2
Malpass,M412,1
Malser,M426,1
Malt,M430,1
Maltby,M431,4
Malthouse,M432,1
Maltman,M435,2
Malton,M435,1
Maltster,M432,1
Malvern,M416,1
Malye,M400,1
Malyon,M450,2
Man,M500,1
Manby,M510,2
Manchester,M522,1
Manchip,M521,1
Mandell,M534,1
Mander,M536,1
Manering,M565,1
Manes,M520,1
Maney,M500,1
Manfield,M514,3
Mangall,M524,1
Mangan,M525,2
Mangham,M525,1
Mangle,M524,1
Mangnall,M525,1
Manifold,M514,1
Manigan,M525,1
Manion,M550,4
Manks,M520,1
Manley,M540,7
Mann,M500,23
Mannakay,M520,1
Mannering,M565,1
Manners,M562,3
Manning,M552,23
Mannion,M550,1
Manns,M520,1
Manon,M550,1
Mansell,M524,6
Manser,M526,4
Mansfield,M521,3
Manthorp,M536,1
Mantle,M534,5
Manton,M535,1
Manuel,M540,1
Manvill,M514,1
Manwaring,M565,3
Mapelthorp,M143,1
Mapey,M100,1
Maplesden,M142,2
Mapleston,M142,2
Mapleton,M143,1
Mapletop,M143,1
Mapp,M100,1
Mapstone,M123,2
March,M620,4
Marcham,M625,1
Marchant,M625,6
Marchbank,M621,1
Marchington,M625,1
Marcon,M625,1
Marcroft,M626,2
Mardell,M634,1
Mardle,M634,1
Mares,M620,2
Marfleet,M614,2
Margeri,M626,1
Margerison,M626,2
Margeson,M622,1
Margesson,M622,1
Margetts,M623,1
Marginson,M625,1
Margroy,M626,1
Marguery,M626,1
Margwick,M622,1
Marin,M650,1
Maris,M620,1
Marjoram,M626,1
Mark,M620,2
Marke,M620,1
Markerow,M626,1
Markham,M625,8
Markillio,M624,1
Markin,M625,1
Markland,M624,1
Markrum,M626,1
Marks,M620,13
Markwell,M624,1
Markwick,M622,1
Marland,M645,5
Marlborough,M641,2
Marley,M640,1
Marlon,M645,1
Marlor,M646,3
Marlow,M640,10
Marmon,M655,3
Marney,M650,1
Marples,M614,2
Marr,M600,1
Marra,M600,1
Marrack,M620,1
Marraud,M630,1
Marrell,M640,1
Marriage,M620,1
Marriner,M656,2
Marriot,M630,2
Marriott,M630,13
Marrit,M630,1
Marsden,M623,32
Marsh,M620,31
Marshall,M624,95
Marshellsey,M624,1
Marshfield,M621,1
Marshment,M625,1
Marsingall,M625,1
Marsland,M624,6
Marson,M625,3
Marsters,M623,1
Marston,M623,5
Mart,M630,1
Marten,M635,2
Martin,M635,140
Martindale,M635,7
Martineau,M635,1
Martins,M635,1
Martyn,M635,5
Marvell,M614,1
Marvin,M615,3
Marwood,M630,4
Marygold,M624,1
Masey,M200,4
Mash,M200,3
Maskell,M240,5
Maskerey,M260,1
Maskery,M260,1
Maskew,M200,1
Maskill,M240,2
Maslen,M245,3
Maslin,M245,3
Mason,M250,83
Maspoli,M214,1
Massam,M250,2
Massey,M200,19
Massie,M200,1
Masson,M250,1
Masterman,M236,1
Masters,M236,18
Masterson,M236,1
Matcham,M325,1
Mather,M360,15
Mathers,M362,2
Mathew,M300,1
Mathews,M320,17
Mathewson,M325,1
Mathias,M320,4
Mathling,M345,2
Matimo,M350,1
Matkin,M325,1
Maton,M350,3
Mattacks,M320,1
Mattam,M350,1
Matterface,M361,1
Matterson,M362,1
Matteson,M325,1
Matthew,M300,5
Matthewman,M355,2
Matthews,M320,88
Matthewson,M325,2
Matthie,M300,1
Matthieu,M300,1
Mattick,M320,1
Mattingley,M352,1
Mattingly,M352,1
Mattinson,M352,4
Mattison,M325,1
Mattland,M345,1
Mattley,M340,1
Mattock,M320,2
Mattocks,M320,1
Mattravers,M361,1
Maud,M300,3
Maude,M300,4
Maudley,M340,1
Mauds,M320,1
Maudsley,M324,2
Maughan,M250,7
Maule,M400,1
Maulkin,M425,1
Maultby,M431,1
Maund,M530,1
Maunder,M536,2
Maune,M500,1
Maunsell,M524,1
Mauphus,M120,1
Maw,M000,3
Mawdesley,M324,1
Mawdsley,M324,3
Mawer,M600,1
Mawman,M550,1
Mawson,M250,3
Maxey,M200,2
Maxfield,M214,3
Maxson,M250,1
Maxted,M233,1
Maxwell,M240,7
May,M000,51
Mayall,M400,3
Maybon,M150,1
Maybury,M160,1
Mayell,M400,1
Mayer,M600,3
Mayers,M620,1
Mayes,M200,1
Mayett,M300,1
Mayfield,M143,1
Mayger,M260,1
Mayhew,M000,5
Maylone,M450,1
Mayman,M550,1
Maynard,M563,6
Mayne,M500,5
Mayo,M000,5
Mayon,M500,1
Mayor,M600,2
